,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,boms_id,Operating Temperature, Non-operating Temperature, Operating Relative Humidity, Non-operating Relative Humidity,Net Weight, Gross Weight,chassis,motherboard,form_factor,power_supply,chipset,cores,height_mm,width_mm,depth_mm,product_colour,pcl_express_x16_slots,pcl_express_x8_slots,pcl_express_slots_version,maximum_internal_memory,usb_3_0_type_a_ports_quantity,usb_2_0_type_a_ports_quantity,processor_socket,ecc,nodes,partner,desc,type,Gross Weight, Net Weight," Net Weight w/ 2.5"" HDDs"," Net Weight w/ 3.5"" HDDs",See Note * Non-operating Temperature,Operating Relative Humidity,Non-operating Relative Humidity, * Support for operating above 30°C is available in certain system configurations. Contact your Supermicro sales rep or Technical Support for more details. Non-operating Temperature,   with HDD Non-operating Temperature,Non-operating Temperature
33,33.0,33.0,33.0,33.0,,177,    10°C to 35°C (50°F to 95°F,    -40°C to 70°C (-40°F to 158°F,    8% to 90% (non-condensing,    5% to 95% (non-condensing, 25.5 lbs (11.6 kg, 39 lbs (17.7 kg,CSE-116AC2-R706WB,Super X10DRW-i,1U Rackmount,,Intel® C612 chipset,Up to 22 Cores† / Up to 55MB† Cache,"1.7"" (43mm)","17.2"" (437mm)","23.5"" (597mm)",Black,2 PCI-E 3.0 x16,,2 PCI-E 3.0 x16 (FHHL) slots,2TB,6 USB 3.0 ports (4 rear + 2 via header,6 USB 3.0 ports (4 rear + 2 via header,Dual socket R3 (LGA 2011) supports,Y,1,supermicro,1028R-WC1R,SUPERMICRO,,,,,,,,,,
34,34.0,34.0,34.0,34.0,,111,    10°C ~ 35°C (50°F ~ 95°F,    -40°C to 60°C (-40°F to 140°F,    8% to 90% (non-condensing,    5% to 95% (non-condensing,,,CSE-116AC2-R504WB,Super X11SPW-TF,1U Rackmount,500W Redundant Power Supplies with PMBus,Intel® C622 chipset,Up to 28 Cores,"1.7"" (43mm)","17.2"" (437mm)","23.5"" (597mm)",Black,2 PCI-E 3.0 x16,1 PCI-E 3.0 x8,"2 PCI-E 3.0 x16 (FHFL) slots,    1 PCI-E 3.0 x8 (LP) slot",1.5TB,4 USB 3.0,2 USB 2.0,Single Socket P (LGA 3647) supports,Y,1,supermicro,1019P-WTR,S, 27 lbs (12.25 kg, 15.5 lbs (7.03 kg,,,,,,,,
35,35.0,35.0,35.0,35.0,,176,    10°C ~ 35°C (50°F ~ 95°F,    -40°C to 60°C (-40°F to 140°F,    8% to 90% (non-condensing,    5% to 95% (non-condensing,,,CSE-116AC2-R504WB,Super X11SPW-TF,1U Rackmount,500W Redundant Power Supplies with PMBus,Intel® C622 chipset,Up to 28 Cores,"1.7"" (43mm)","17.2"" (437mm)","23.5"" (597mm)",Black,2 PCI-E 3.0 x16,1 PCI-E 3.0 x8,"2 PCI-E 3.0 x16 (FHFL) slots,    1 PCI-E 3.0 x8 (LP) slot",1.5TB,4 USB 3.0,2 USB 2.0,Single Socket P (LGA 3647) supports,Y,1,supermicro,1019P-WTR,SUPERMICRO, 27 lbs (12.25 kg, 15.5 lbs (7.03 kg,,,,,,,,
36,36.0,36.0,36.0,36.0,,112,    10°C to 35°C (50°F to 95°F,    -40°C to 70°C (-40°F to 158°F,    8% to 90% (non-condensing,    5% to 95% (non-condensing,,,CSE-827HQ-R1K68B,Super X10DRT-H,2U Rackmount,1600W 1U Redundant Power Supplies with PMBus,Intel® C612 chipset,Up to 22 Cores† / Up to 55MB† Cache,"3.47"" (88mm)","17.25"" (438mm)","28.5"" (724mm)",Black,1x PCI-E 3.0 (x16) low-profile slot,,1x PCI-E 3.0 (x16) low-profile slot,1TB,2x USB 3.0 ports (rear,2x USB 3.0 ports (rear,Dual socket R3 (LGA 2011) supports,Y,1,supermicro,6028TR-HTR,S, 85 lbs (38.6kg, 54.5 lbs (24.7 kg,,,,,,,,
37,37.0,37.0,37.0,37.0,,207,    10°C to 35°C (50°F to 95°F,    -40°C to 70°C (-40°F to 158°F,    8% to 90% (non-condensing,    5% to 95% (non-condensing,,,CSE-827HQ-R1K68B,Super X10DRT-H,2U Rackmount,1600W 1U Redundant Power Supplies with PMBus,Intel® C612 chipset,Up to 22 Cores† / Up to 55MB† Cache,"3.47"" (88mm)","17.25"" (438mm)","28.5"" (724mm)",Black,1x PCI-E 3.0 (x16) low-profile slot,,1x PCI-E 3.0 (x16) low-profile slot,1TB,2x USB 3.0 ports (rear,2x USB 3.0 ports (rear,Dual socket R3 (LGA 2011) supports,Y,1,supermicro,6028TR-HTR,SUPERMICRO, 85 lbs (38.6kg, 54.5 lbs (24.7 kg,,,,,,,,
38,38.0,38.0,38.0,38.0,,113,    10°C ~ 35°C (50°F ~ 95°F,    -40°C to 60°C (-40°F to 140°F,    8% to 90% (non-condensing,    5% to 95% (non-condensing,,,CSE-827HQ+-R2K20BP2,Super X11DPT-PS,2U Rackmount,2200W Redundant Power Supplies with PMBus,Intel® C621 chipset,Up to 28 Cores,"3.47"" (88mm)","17.25"" (438mm)","30.5"" (774mm)",Black,2 PCI-E 3.0 x16,,2 PCI-E 3.0 x16 (LP) slots,4TB,2 USB 3.0 ports total (rear,2 USB 3.0 ports total (rear,Dual Socket P (LGA 3647) support,Y,1,supermicro,6029TP-HTR,S, 90 lbs (40.9kg, 72 lbs (32.7 kg,,,,,,,,
39,39.0,39.0,39.0,39.0,,209,    10°C ~ 35°C (50°F ~ 95°F,    -40°C to 60°C (-40°F to 140°F,    8% to 90% (non-condensing,    5% to 95% (non-condensing,,,CSE-827HQ+-R2K20BP2,Super X11DPT-PS,2U Rackmount,2200W Redundant Power Supplies with PMBus,Intel® C621 chipset,Up to 28 Cores,"3.47"" (88mm)","17.25"" (438mm)","30.5"" (774mm)",Black,2 PCI-E 3.0 x16,,2 PCI-E 3.0 x16 (LP) slots,4TB,2 USB 3.0 ports total (rear,2 USB 3.0 ports total (rear,Dual Socket P (LGA 3647) support,Y,1,supermicro,6029TP-HTR,SUPERMICRO, 90 lbs (40.9kg, 72 lbs (32.7 kg,,,,,,,,
40,40.0,40.0,40.0,40.0,,114,    10°C to 35°C (50°F to 95°F,    -40°C to 70°C (-40°F to 158°F,    8% to 90% (non-condensing,    5% to 95% (non-condensing, 150 lbs (68.04 kg, 200 lbs (90.71 kg,CSE-F418BC-R1K62BP,Super X10DRFR,4U Rackmount,1620W high-efficiency redundant power supply w/ PMBus,Intel® C612 chipset,Up to 22 Cores† / Up to 55MB† Cache,"6.96"" (177mm)","17.63"" (448mm)","29"" (737mm)",Black,1 PCI-E 3.0 x16,1 PCI-E 3.0 x8,Expansion slots: 1 PCI-E 3.0 x16 (LP)    1 PCI-E 3.0 x8 (Micro Low Profile),2TB,2 USB 3.0,2x USB 3.0 ports,Dual socket R3 (LGA 2011) supports,Y,1,supermicro,F618R2-R72,SUPERMICRO,,,,,,,,,,
41,41.0,41.0,41.0,41.0,,115,    10°C to 40°C (50°F to 104°F,    -40°C to 70°C (-40°F to 158°F,    8% to 90% (non-condensing,    5% to 95% (non-condensing,,,CSE-510FT-203B,Super X11SCZ-F,1U Rackmount,200W Low Noise AC-DC power supply with PFC,Intel® C246 chipset,,"1.7"" (43mm)","17.2"" (437mm)","11.3"" (287mm)",Black,1 PCI-E 3.0 x16,,"1 PCI-E 3.0 x16 (HHHL) slot,    M.2 (M key, 22110/80, PCI-E 3.0 x4/SATA)",,3 USB 3.1 ports (3 Type A and 1 Type C,3 USB 3.1 ports (3 Type A and 1 Type C,Single Socket H4 (LGA 1151) supports,Y,1,supermicro,1019C-HTN2,S, 14.1 lbs (6.4 kg, 10.0 lbs (4.54 kg,,,,,,,,
42,42.0,42.0,42.0,42.0,,175,    10°C to 40°C (50°F to 104°F,    -40°C to 70°C (-40°F to 158°F,    8% to 90% (non-condensing,    5% to 95% (non-condensing,,,CSE-510FT-203B,Super X11SCZ-F,1U Rackmount,200W Low Noise AC-DC power supply with PFC,Intel® C246 chipset,,"1.7"" (43mm)","17.2"" (437mm)","11.3"" (287mm)",Black,1 PCI-E 3.0 x16,,"1 PCI-E 3.0 x16 (HHHL) slot,    M.2 (M key, 22110/80, PCI-E 3.0 x4/SATA)",,3 USB 3.1 ports (3 Type A and 1 Type C,3 USB 3.1 ports (3 Type A and 1 Type C,Single Socket H4 (LGA 1151) supports,Y,1,supermicro,1019C-HTN2,SUPERMICRO, 14.1 lbs (6.4 kg, 10.0 lbs (4.54 kg,,,,,,,,
43,43.0,43.0,43.0,,,116,    10°C ~ 35°C (50°F ~ 95°F,    -40°C to 60°C (-40°F to 140°F,    8% to 90% (non-condensing,    5% to 95% (non-condensing, 45 lbs (20.4 kg, 58 lbs (26.31 kg,CSE-118GQETS-R2K05P2,Super X11DGQ,1U Rackmount,2000W Redundant Power Supplies with PMBus,Intel® C621 chipset,Up to 28 Cores,"1.7"" (43mm)","17.2"" (437mm)","35.2"" (894mm) 39.3"" (997mm) with rails",Black,4 PCI-E 3.0 x16,,"4 PCI-E 3.0 x16 (FHFL) slots,    2 PCI-E 3.0 x16 (LP) slots",3TB,2 USB 3.0 ports (rear,2 USB 3.0 ports (rear,Dual Socket P (LGA 3647) support,Y,1,supermicro,1029GQ-TRT,S,,,,,,,,,,
44,44.0,44.0,44.0,,,182,    10°C ~ 35°C (50°F ~ 95°F,    -40°C to 60°C (-40°F to 140°F,    8% to 90% (non-condensing,    5% to 95% (non-condensing, 45 lbs (20.4 kg, 58 lbs (26.31 kg,CSE-118GQETS-R2K05P2,Super X11DGQ,1U Rackmount,2000W Redundant Power Supplies with PMBus,Intel® C621 chipset,Up to 28 Cores,"1.7"" (43mm)","17.2"" (437mm)","35.2"" (894mm) 39.3"" (997mm) with rails",Black,4 PCI-E 3.0 x16,,"4 PCI-E 3.0 x16 (FHFL) slots,    2 PCI-E 3.0 x16 (LP) slots",3TB,2 USB 3.0 ports (rear,2 USB 3.0 ports (rear,Dual Socket P (LGA 3647) support,Y,1,supermicro,1029GQ-TRT,SUPERMICRO,,,,,,,,,,
45,45.0,45.0,45.0,,,117,    10°C ~ 35°C (50°F ~ 95°F,    -40°C to 60°C (-40°F to 140°F,    8% to 90% (non-condensing,    5% to 95% (non-condensing,,,CSE-809H-R1K05P3,Super X11DPT-PS,1U Rackmount,1000W 1U Redundant Power Supplies with PMBus,Intel® C621 chipset,Up to 28 Cores,"1.7"" (88mm)","17.2"" (437mm)","28.25"" (718mm)",Black,2 PCI-E 3.0 x16,,2 PCI-E 3.0 x16 slots,4TB,2 USB 3.0 ports (rear,2 USB 3.0 ports (rear,Dual Socket P (LGA 3647) support,Y,1,supermicro,1029TP-DTR,S, 48.1 lbs (21.9 kg, 33.5 lbs (15.2 kg,,,,,,,,
46,46.0,46.0,46.0,,,184,    10°C ~ 35°C (50°F ~ 95°F,    -40°C to 60°C (-40°F to 140°F,    8% to 90% (non-condensing,    5% to 95% (non-condensing,,,CSE-809H-R1K05P3,Super X11DPT-PS,1U Rackmount,1000W 1U Redundant Power Supplies with PMBus,Intel® C621 chipset,Up to 28 Cores,"1.7"" (88mm)","17.2"" (437mm)","28.25"" (718mm)",Black,2 PCI-E 3.0 x16,,2 PCI-E 3.0 x16 slots,4TB,2 USB 3.0 ports (rear,2 USB 3.0 ports (rear,Dual Socket P (LGA 3647) support,Y,1,supermicro,1029TP-DTR,SUPERMICRO, 48.1 lbs (21.9 kg, 33.5 lbs (15.2 kg,,,,,,,,
47,47.0,47.0,47.0,,,120,    0°C to 40°C (32°F to 104°F,    -40°C to 70°C (-40°F to 158°F,    8% to 90% (non-condensing,    5% to 95% (non-condensing, 8 lbs (3.62 kg, 12 lbs (5.44 kg,CSE-505-203B,Super A2SDi-8C-HLN4F,1U Rackmount,200W Low Noise AC-DC power supply with PFC,,,"1.7"" (43mm)","17.2"" (437mm)","9.8"" (249mm)",Black,"1 PCI-E 3.0 x4, 1 M.2 (M key for    SSD, 2242/2280, PCI-E 3.0 x2 or SATA3)",,"1 PCI-E 3.0 x4, 1 M.2 (M key for    SSD, 2242/2280, PCI-E 3.0 x2 or SATA3)",,2 USB 2.0 ports (rear,2 USB 2.0,   Single socket FCBGA 1310;,Y,1,supermicro,5019A-FTN4,S,,,,,,,,,,
48,48.0,48.0,48.0,,,194,    0°C to 40°C (32°F to 104°F,    -40°C to 70°C (-40°F to 158°F,    8% to 90% (non-condensing,    5% to 95% (non-condensing, 8 lbs (3.62 kg, 12 lbs (5.44 kg,CSE-505-203B,Super A2SDi-8C-HLN4F,1U Rackmount,200W Low Noise AC-DC power supply with PFC,,,"1.7"" (43mm)","17.2"" (437mm)","9.8"" (249mm)",Black,"1 PCI-E 3.0 x4, 1 M.2 (M key for    SSD, 2242/2280, PCI-E 3.0 x2 or SATA3)",,"1 PCI-E 3.0 x4, 1 M.2 (M key for    SSD, 2242/2280, PCI-E 3.0 x2 or SATA3)",,2 USB 2.0 ports (rear,2 USB 2.0,   Single socket FCBGA 1310;,Y,1,supermicro,5019A-FTN4,SUPERMICRO,,,,,,,,,,
49,49.0,49.0,49.0,,,124, 10°C to 35°C (50°F to 95°F, -40°C to 70°C (-40°F to 158°F, 8% to 90% (non-condensing, 5% to 95% (non-condensing, 35.5 lbs (16.1 kg, 69 lbs (31.2 kg,SC825TQ-R740LPB,H11SSL-C,2U,740W Redundant high-efficiency power supply with PMBus,System on Chip (SoC),Up to 32 Cores (Board revision 1.x + 7001 Processors) Up to 64 Cores (Board revision 2.x + 7002 Processors),"3.5"" (89mm)","17.2"" (437mm)","25.5"" (647mm)",Black,3 PCI-E 3.0 x16,3 PCI-E 3.0 x8,PCI-E 3.0 x16 (low profile);3 PCI-E 3.0 x8 (low profile)M.2 Interface: PCI-E 3.0 x4 (NVMe based),1TB,3 USB 3.0 ports 2 USB 2.0 ports,3 USB 3.0 ports 2 USB 2.0 ports,,Y,1,supermicro,2013S-C0R,S,,,,,,,,,,
50,50.0,50.0,50.0,,,185, 10°C to 35°C (50°F to 95°F, -40°C to 70°C (-40°F to 158°F, 8% to 90% (non-condensing, 5% to 95% (non-condensing, 35.5 lbs (16.1 kg, 69 lbs (31.2 kg,SC825TQ-R740LPB,H11SSL-C,2U,740W Redundant high-efficiency power supply with PMBus,System on Chip (SoC),Up to 32 Cores (Board revision 1.x + 7001 Processors) Up to 64 Cores (Board revision 2.x + 7002 Processors),"3.5"" (89mm)","17.2"" (437mm)","25.5"" (647mm)",Black,3 PCI-E 3.0 x16,3 PCI-E 3.0 x8,PCI-E 3.0 x16 (low profile);3 PCI-E 3.0 x8 (low profile)M.2 Interface: PCI-E 3.0 x4 (NVMe based),1TB,3 USB 3.0 ports 2 USB 2.0 ports,3 USB 3.0 ports 2 USB 2.0 ports,,Y,1,supermicro,2013S-C0R,SUPERMICRO,,,,,,,,,,
51,51.0,51.0,51.0,,,125,    10°C ~ 35°C (50°F ~ 95°F,    -40°C to 60°C (-40°F to 140°F,    8% to 90% (non-condensing,    5% to 95% (non-condensing, 39.5 lbs (17.9 kg, 54 lbs (24.5 kg,CSE-218GH-R2K03B,Super X11DPG-SN,2U Rackmount,System Cooling,Intel® C621 chipset,Up to 28 Cores,"3.5"" (89mm)","17.2"" (437mm)","31"" (787mm)",Black,6 PCI-E 3.0 x16,1 PCI-E 3.0 x8,"6 PCI-E 3.0 x16 slots (FHFL),    1 PCI-E 3.0 x8 (in x16) slot (LP)",4TB,2 USB 3.0 ports (rear,2 USB 3.0 ports (rear,Dual Socket P (LGA 3647) support,Y,1,supermicro,2029GP-TR,S,,,,,,,,,,
52,52.0,52.0,52.0,,,224,    10°C ~ 35°C (50°F ~ 95°F,    -40°C to 60°C (-40°F to 140°F,    8% to 90% (non-condensing,    5% to 95% (non-condensing, 39.5 lbs (17.9 kg, 54 lbs (24.5 kg,CSE-218GH-R2K03B,Super X11DPG-SN,2U Rackmount,System Cooling,Intel® C621 chipset,Up to 28 Cores,"3.5"" (89mm)","17.2"" (437mm)","31"" (787mm)",Black,6 PCI-E 3.0 x16,1 PCI-E 3.0 x8,"6 PCI-E 3.0 x16 slots (FHFL),    1 PCI-E 3.0 x8 (in x16) slot (LP)",4TB,2 USB 3.0 ports (rear,2 USB 3.0 ports (rear,Dual Socket P (LGA 3647) support,Y,1,supermicro,2029GP-TR,SUPERMICRO,,,,,,,,,,
53,53.0,53.0,53.0,,,129,    10°C to 35°C (50°F to 95°F,    -40°C to 70°C (-40°F to 158°F,    8% to 90% (non-condensing,    5% to 95% (non-condensing,,,CSE-505-203B,Super X11SCL-iF,1U Rackmount,200W Low Noise AC-DC power supply with PFC,Intel® C242 chipset,"6 cores, 12 threads","1.7"" (43mm)","17.2"" (437mm)","9.8"" (249mm)",Black,1 PCI-E 3.0 x16,,1 PCI-E 3.0 x16 slot    1 SATA/PCI-E 3.0 x4,,2 USB 3.1 ports (front,2 USB 2.0,Single Socket H4 (LGA 1151) supports,Y,1,supermicro,5019C-FL,S, 12 lbs (5.44 kg, 8 lbs (3.63 kg,,,,,,,,
54,54.0,54.0,54.0,,,195,    10°C to 35°C (50°F to 95°F,    -40°C to 70°C (-40°F to 158°F,    8% to 90% (non-condensing,    5% to 95% (non-condensing,,,CSE-505-203B,Super X11SCL-iF,1U Rackmount,200W Low Noise AC-DC power supply with PFC,Intel® C242 chipset,"6 cores, 12 threads","1.7"" (43mm)","17.2"" (437mm)","9.8"" (249mm)",Black,1 PCI-E 3.0 x16,,1 PCI-E 3.0 x16 slot    1 SATA/PCI-E 3.0 x4,,2 USB 3.1 ports (front,2 USB 2.0,Single Socket H4 (LGA 1151) supports,Y,1,supermicro,5019C-FL,SUPERMICRO, 12 lbs (5.44 kg, 8 lbs (3.63 kg,,,,,,,,
55,55.0,55.0,55.0,,,130,    10°C to 35°C (50°F to 95°F,    -40°C to 70°C (-40°F to 158°F,    8% to 90% (non-condensing,    5% to 95% (non-condensing,,,CSE-813MFTQC-350CB2,Super X11SCM-F,1U Rackmount,350W AC power supply w/ PFC,Intel® C246 chipset,"8 cores, 16 threads","1.7"" (43mm)","17.2"" (437mm)","19.85"" (503mm)",Black,1 PCI-E 3.0 x16,,1 PCI-E 3.0 x16 slot    1 SATA/PCI-E 3.0 x4 and 1 PCI-E 3.0 x4,,2 USB 3.1 ports (rear,2 USB 2.0,Single Socket H4 (LGA 1151) supports,Y,1,supermicro,5019C-M,S, 32 lbs (14.52 kg, 18 lbs (8.16 kg,,,,,,,,
56,56.0,56.0,56.0,,,196,    10°C to 35°C (50°F to 95°F,    -40°C to 70°C (-40°F to 158°F,    8% to 90% (non-condensing,    5% to 95% (non-condensing,,,CSE-813MFTQC-350CB2,Super X11SCM-F,1U Rackmount,350W AC power supply w/ PFC,Intel® C246 chipset,"8 cores, 16 threads","1.7"" (43mm)","17.2"" (437mm)","19.85"" (503mm)",Black,1 PCI-E 3.0 x16,,1 PCI-E 3.0 x16 slot    1 SATA/PCI-E 3.0 x4 and 1 PCI-E 3.0 x4,,2 USB 3.1 ports (rear,2 USB 2.0,Single Socket H4 (LGA 1151) supports,Y,1,supermicro,5019C-M,SUPERMICRO, 32 lbs (14.52 kg, 18 lbs (8.16 kg,,,,,,,,
57,57.0,57.0,57.0,,,131,    10°C ~ 35°C (50°F ~ 95°F,    -40°C to 70°C (-40°F to 158°F,    8% to 90% (non-condensing,    5% to 95% (non-condensing,,,CSE-813MFTQC-350CB2,Super X11SPM-F,1U Rackmount,350W AC power supply w/ PFC,Intel® C621 chipset,Up to 28 Cores,"1.7"" (43mm)","17.2"" (437mm)","19.85"" (503mm)",Black,1 PCI-E 3.0 x16,,"1 PCI-E 3.0 x16 slot (FH, HL)",1.5TB,2 USB 3.0,2 USB 2.0,Single Socket P (LGA 3647) supports,Y,1,supermicro,5019P-M,S, 30.4 lbs (13.8 kg, 17.6 lbs (8 kg,,,,,,,,
58,58.0,58.0,58.0,,,197,    10°C ~ 35°C (50°F ~ 95°F,    -40°C to 70°C (-40°F to 158°F,    8% to 90% (non-condensing,    5% to 95% (non-condensing,,,CSE-813MFTQC-350CB2,Super X11SPM-F,1U Rackmount,350W AC power supply w/ PFC,Intel® C621 chipset,Up to 28 Cores,"1.7"" (43mm)","17.2"" (437mm)","19.85"" (503mm)",Black,1 PCI-E 3.0 x16,,"1 PCI-E 3.0 x16 slot (FH, HL)",1.5TB,2 USB 3.0,2 USB 2.0,Single Socket P (LGA 3647) supports,Y,1,supermicro,5019P-M,SUPERMICRO, 30.4 lbs (13.8 kg, 17.6 lbs (8 kg,,,,,,,,
59,59.0,59.0,59.0,,,132,    10°C to 35°C (50°F to 95°F,    -40°C to 70°C (-40°F to 158°F,    8% to 90% (non-condensing,    5% to 95% (non-condensing, 24 lbs (10.9 kg, 35 lbs (15.9 kg,CSE-815TQC-R504WB,Super X11SSW-F,1U Rackmount,500W high-efficiency (94+%) power supply w/ PMBus,Intel® C236 chipset,,"1.7"" (43mm)","17.2"" (437mm)","25.6"" (650mm)",Black,1 PCI-E 3.0 x16,1 PCI-E 3.0 x16 or 2 PCI-E 3.0 x8,1 PCI-E 3.0 x16 or 2 PCI-E 3.0 x8    Left Riser slot; 1 PCI-E 3.0 x4 (in x8 slot),,2 USB 3.0,2 USB 2.0,Single Socket H4 (LGA 1151) supports,Y,1,supermicro,5019S-WR,S,,,,,,,,,,
60,60.0,60.0,60.0,,,202,    10°C to 35°C (50°F to 95°F,    -40°C to 70°C (-40°F to 158°F,    8% to 90% (non-condensing,    5% to 95% (non-condensing, 24 lbs (10.9 kg, 35 lbs (15.9 kg,CSE-815TQC-R504WB,Super X11SSW-F,1U Rackmount,500W high-efficiency (94+%) power supply w/ PMBus,Intel® C236 chipset,,"1.7"" (43mm)","17.2"" (437mm)","25.6"" (650mm)",Black,1 PCI-E 3.0 x16,1 PCI-E 3.0 x16 or 2 PCI-E 3.0 x8,1 PCI-E 3.0 x16 or 2 PCI-E 3.0 x8    Left Riser slot; 1 PCI-E 3.0 x4 (in x8 slot),,2 USB 3.0,2 USB 2.0,Single Socket H4 (LGA 1151) supports,Y,1,supermicro,5019S-WR,SUPERMICRO,,,,,,,,,,
61,61.0,61.0,61.0,,,133,    0°C to 40°C (32°F to 104°F,    -40°C to 70°C (-40°F to 158°F,    8% to 90% (non-condensing,    5% to 95% (non-condensing, 15 lbs (6.8 kg,,CSE-721TQ-250B,Super A2SDi-2C-HLN4F,Mini Tower,250W Flex ATX Multi-output Bronze Power Supply,,,"9.45"" (240mm) / 13.78"" (350mm) pkg.","8.27"" (210mm) / 12.4"" (315mm) pkg.","11"" (279mm) / 16.14"" (410mm) pkg.",Black,1 PCI-E 3.0 x2 (in x4) open ended slot,,1 PCI-E 3.0 x2 (in x4) open ended slot,,1 USB 3.0,4 USB 2.0,,Y,1,supermicro,5029A-2TN4,S,,,,,,,,,,
62,62.0,62.0,62.0,,,204,    0°C to 40°C (32°F to 104°F,    -40°C to 70°C (-40°F to 158°F,    8% to 90% (non-condensing,    5% to 95% (non-condensing, 15 lbs (6.8 kg,,CSE-721TQ-250B,Super A2SDi-2C-HLN4F,Mini Tower,250W Flex ATX Multi-output Bronze Power Supply,,,"9.45"" (240mm) / 13.78"" (350mm) pkg.","8.27"" (210mm) / 12.4"" (315mm) pkg.","11"" (279mm) / 16.14"" (410mm) pkg.",Black,1 PCI-E 3.0 x2 (in x4) open ended slot,,1 PCI-E 3.0 x2 (in x4) open ended slot,,1 USB 3.0,4 USB 2.0,,Y,1,supermicro,5029A-2TN4,SUPERMICRO,,,,,,,,,,
63,63.0,63.0,63.0,,,134,    10°C ~ 35°C (50°F ~ 95°F,    -40°C to 60°C (-40°F to 140°F,    8% to 90% (non-condensing,    5% to 95% (non-condensing,,,CSE-827HD-R1K23BP3,Super X11DPT-L,2U Rackmount,,Intel® C621 chipset,Up to 22 Cores,"3.47"" (88mm)","17.25"" (438mm)","28.5"" (724mm)",Black,2 PCI-E 3.0 x8 (FH/HL) or 1 PCI-E 3.0    x8 (FH/HL) + 1 PCI-E 3.0 x4 (FH/HL)    + 1 PCI-E 3.0 x 4 (LP) (8/8/0 or 8/4/4),2 PCI-E 3.0 x8,2 PCI-E 3.0 x8 (FH/HL) or 1 PCI-E 3.0    x8 (FH/HL) + 1 PCI-E 3.0 x4 (FH/HL)    + 1 PCI-E 3.0 x 4 (LP) (8/8/0 or 8/4/4),2TB,2 USB 3.0 ports total (rear,2 USB 3.0 ports total (rear,Dual Socket P (LGA 3647) support,Y,1,supermicro,6029TR-DTR,S, 61.1 lbs (27.71kg, 42.1 lbs (19.1kg,,,,,,,,
64,64.0,64.0,64.0,,,210,    10°C ~ 35°C (50°F ~ 95°F,    -40°C to 60°C (-40°F to 140°F,    8% to 90% (non-condensing,    5% to 95% (non-condensing,,,CSE-827HD-R1K23BP3,Super X11DPT-L,2U Rackmount,,Intel® C621 chipset,Up to 22 Cores,"3.47"" (88mm)","17.25"" (438mm)","28.5"" (724mm)",Black,2 PCI-E 3.0 x8 (FH/HL) or 1 PCI-E 3.0    x8 (FH/HL) + 1 PCI-E 3.0 x4 (FH/HL)    + 1 PCI-E 3.0 x 4 (LP) (8/8/0 or 8/4/4),2 PCI-E 3.0 x8,2 PCI-E 3.0 x8 (FH/HL) or 1 PCI-E 3.0    x8 (FH/HL) + 1 PCI-E 3.0 x4 (FH/HL)    + 1 PCI-E 3.0 x 4 (LP) (8/8/0 or 8/4/4),2TB,2 USB 3.0 ports total (rear,2 USB 3.0 ports total (rear,Dual Socket P (LGA 3647) support,Y,1,supermicro,6029TR-DTR,SUPERMICRO, 61.1 lbs (27.71kg, 42.1 lbs (19.1kg,,,,,,,,
65,65.0,65.0,65.0,,,136,    10°C ~ 35°C (50°F ~ 95°F,    -40°C to 60°C (-40°F to 140°F,    8% to 90% (non-condensing,    5% to 95% (non-condensing,,,CSE-217HQ+-R2K20BP3,Super X11DPT-PS,2U Rackmount,2200W Redundant Power Supplies with PMBus,Intel® C621 chipset,Up to 28 Cores,"3.47"" (88mm)","17.25"" (438mm)","28.5"" (724mm)",Black,2 PCI-E 3.0 x16,,2 PCI-E 3.0 x16 (LP) slots,4TB,2 USB 3.0 ports (rear,2 USB 3.0 ports (rear,Dual Socket P (LGA 3647) support,Y,1,supermicro,2029TP-HTR,S, 90 lbs (40.9kg, 72 lbs (32.7 kg,,,,,,,,
66,66.0,66.0,66.0,,,190,    10°C ~ 35°C (50°F ~ 95°F,    -40°C to 60°C (-40°F to 140°F,    8% to 90% (non-condensing,    5% to 95% (non-condensing,,,CSE-217HQ+-R2K20BP3,Super X11DPT-PS,2U Rackmount,2200W Redundant Power Supplies with PMBus,Intel® C621 chipset,Up to 28 Cores,"3.47"" (88mm)","17.25"" (438mm)","28.5"" (724mm)",Black,2 PCI-E 3.0 x16,,2 PCI-E 3.0 x16 (LP) slots,4TB,2 USB 3.0 ports (rear,2 USB 3.0 ports (rear,Dual Socket P (LGA 3647) support,Y,1,supermicro,2029TP-HTR,SUPERMICRO, 90 lbs (40.9kg, 72 lbs (32.7 kg,,,,,,,,
67,67.0,67.0,67.0,,,150,    10°C ~ 35°C (50°F ~ 95°F,    -40°C to 60°C (-40°F to 140°F,    8% to 90% (non-condensing,    5% to 95% (non-condensing, 45 lbs (15.9 kg, 58 lbs (21.8 kg,CSE-118GH-R1K66B2,Super X11DPG-SN,1U Rackmount,System Cooling,Intel® C621 chipset,Up to 28 Cores,"1.7"" (43mm)","17.2"" (437mm)","30.6"" (777mm)",Black,4 PCI-E 3.0 x16,1 PCI-E 3.0 x8,"4 PCI-E 3.0 x16 (FHFL) slots,    1 PCI-E 3.0 x8 (in x16, LP) slots",4TB,2 USB 3.0 ports (rear,2 USB 3.0 ports (rear,Dual Socket P (LGA 3647) support,Y,1,supermicro,1029GP-TR,S,,,,,,,,,,
